Type of incident,Year,Date occurred,Region,Province,City_Municipality,Affected_Brgys,Affected_FAM,Affected_PERs,Evacuation (Cummulative),Evacuation (Now),"INSIDE_ECs_FAM
(Cummulative)","INSIDE_ECs_FAM
(Now)","INSIDE_ECs_PERs
(Cummulative)","INSIDE_ECs_PERs
(Now)","OUTSIDE_ECs_FAM
(Cummulative)","OUTSIDE_ECs_FAM
(Now)","OUTSIDE_ECs_PERs
(Cummulative)","OUTSIDE_ECs_PERs
(Now)",Destroyed houses,Partially damaged houses,Total,Region Code,Province Code,City_Municipality Code
Taal Volcano Eruption,2020,12-Jan-20,REGION IV-A (CALABARZON),Quezon,Pagbilao,0,90,355,0,0,0,0,0,0,90,0,355,0,0,0,0,PH040000000,PH045600000,PH045630000
Taal Volcano Eruption,2020,12-Jan-20,REGION IV-A (CALABARZON),Quezon,Panukulan,0,12,45,0,0,0,0,0,0,12,0,45,0,0,0,0,PH040000000,PH045600000,PH045631000
Taal Volcano Eruption,2020,12-Jan-20,REGION IV-A (CALABARZON),Quezon,Perez,0,12,31,0,0,0,0,0,0,12,1,31,4,0,0,0,PH040000000,PH045600000,PH045633000
Taal Volcano Eruption,2020,12-Jan-20,REGION IV-A (CALABARZON),Quezon,Pitogo,0,38,152,0,0,0,0,0,0,38,0,152,0,0,0,0,PH040000000,PH045600000,PH045634000
Taal Volcano Eruption,2020,12-Jan-20,REGION IV-A (CALABARZON),Quezon,Plaridel,0,2,9,0,0,0,0,0,0,2,2,9,9,0,0,0,PH040000000,PH045600000,PH045635000
Taal Volcano Eruption,2020,12-Jan-20,REGION IV-A (CALABARZON),Quezon,Polillo,0,5,20,0,0,0,0,0,0,5,0,20,0,0,0,0,PH040000000,PH045600000,PH045636000
Taal Volcano Eruption,2020,12-Jan-20,REGION IV-A (CALABARZON),Quezon,Quezon,0,10,31,0,0,0,0,0,0,10,1,31,4,0,0,0,PH040000000,PH045600000,PH045637000
Taal Volcano Eruption,2020,12-Jan-20,REGION IV-A (CALABARZON),Quezon,Real,0,15,51,0,0,0,0,0,0,15,0,51,0,0,0,0,PH040000000,PH045600000,PH045638000
Taal Volcano Eruption,2020,12-Jan-20,REGION IV-A (CALABARZON),Quezon,Sampaloc,0,9,23,0,0,0,0,0,0,9,0,23,0,0,0,0,PH040000000,PH045600000,PH045639000
Taal Volcano Eruption,2020,12-Jan-20,REGION IV-A (CALABARZON),Quezon,San Antonio,0,673,2785,4,0,23,0,94,0,650,0,2691,0,0,0,0,PH040000000,PH045600000,PH045641000
Taal Volcano Eruption,2020,12-Jan-20,REGION IV-A (CALABARZON),Quezon,Sariaya,0,465,1670,0,0,0,0,0,0,465,0,1670,0,0,0,0,PH040000000,PH045600000,PH045645000
Taal Volcano Eruption,2020,12-Jan-20,REGION IV-A (CALABARZON),Quezon,Tagkawayan,0,7,32,0,0,0,0,0,0,7,3,32,17,0,0,0,PH040000000,PH045600000,PH045646000
Taal Volcano Eruption,2020,12-Jan-20,REGION IV-A (CALABARZON),Quezon,City of Tayabas,0,123,522,0,0,0,0,0,0,123,0,522,0,0,0,0,PH040000000,PH045600000,PH045647000
Taal Volcano Eruption,2020,12-Jan-20,REGION IV-A (CALABARZON),Quezon,Tiaong,0,1557,5770,0,0,0,0,0,0,1557,0,5770,0,0,0,0,PH040000000,PH045600000,PH045648000
Taal Volcano Eruption,2020,12-Jan-20,REGION IV-A (CALABARZON),Rizal,Angono,0,17,55,0,0,0,0,0,0,17,0,55,0,0,0,0,PH040000000,PH045800000,PH045801000
Taal Volcano Eruption,2020,12-Jan-20,REGION IV-A (CALABARZON),Rizal,City of Antipolo,0,156,659,0,0,0,0,0,0,156,43,659,194,0,0,0,PH040000000,PH045800000,PH045802000
Taal Volcano Eruption,2020,12-Jan-20,REGION IV-A (CALABARZON),Rizal,Baras,0,2,10,0,0,0,0,0,0,2,0,10,0,0,0,0,PH040000000,PH045800000,PH045803000
Taal Volcano Eruption,2020,12-Jan-20,REGION IV-A (CALABARZON),Rizal,Binangonan,0,27,114,0,0,0,0,0,0,57,10,228,60,0,0,0,PH040000000,PH045800000,PH045804000
Taal Volcano Eruption,2020,12-Jan-20,REGION IV-A (CALABARZON),Rizal,Cainta,0,82,315,0,0,0,0,0,0,82,10,315,38,0,0,0,PH040000000,PH045800000,PH045805000
Taal Volcano Eruption,2020,12-Jan-20,REGION IV-A (CALABARZON),Rizal,Cardona,0,4,17,0,0,0,0,0,0,4,1,17,4,0,0,0,PH040000000,PH045800000,PH045806000
Taal Volcano Eruption,2020,12-Jan-20,REGION IV-A (CALABARZON),Rizal,Jala-Jala,0,73,282,0,0,0,0,0,0,73,0,282,0,0,0,0,PH040000000,PH045800000,PH045807000
Taal Volcano Eruption,2020,12-Jan-20,REGION IV-A (CALABARZON),Rizal,Morong,0,17,55,0,0,0,0,0,0,17,1,55,3,0,0,0,PH040000000,PH045800000,PH045809000
Taal Volcano Eruption,2020,12-Jan-20,REGION IV-A (CALABARZON),Rizal,Pililla,0,27,93,0,0,0,0,0,0,27,5,93,17,0,0,0,PH040000000,PH045800000,PH045810000
Taal Volcano Eruption,2020,12-Jan-20,REGION IV-A (CALABARZON),Rizal,Rodriguez (Montalban),0,19,80,0,0,0,0,0,0,19,0,80,0,0,0,0,PH040000000,PH045800000,PH045808000
Taal Volcano Eruption,2020,12-Jan-20,REGION IV-A (CALABARZON),Rizal,San Mateo,0,0,0,0,0,0,0,0,0,20,0,91,0,0,0,0,PH040000000,PH045800000,PH045811000
Taal Volcano Eruption,2020,12-Jan-20,REGION IV-A (CALABARZON),Rizal,Tanay,0,19,55,0,0,0,0,0,0,19,0,55,0,0,0,0,PH040000000,PH045800000,PH045812000
Taal Volcano Eruption,2020,12-Jan-20,REGION IV-A (CALABARZON),Rizal,Taytay,0,53,223,0,0,0,0,0,0,53,31,223,158,0,0,0,PH040000000,PH045800000,PH045813000
Taal Volcano Eruption,2020,12-Jan-20,REGION IV-A (CALABARZON),Rizal,Teresa,0,14,54,0,0,0,0,0,0,14,0,54,0,0,0,0,PH040000000,PH045800000,PH045814000
Taal Volcano Eruption,2020,12-Jan-20,MIMAROPA REGION,Marinduque,Boac (capital),0,2,11,0,0,0,0,0,0,2,2,11,11,0,0,0,PH170000000,PH174000000,PH174001000
Taal Volcano Eruption,2020,12-Jan-20,MIMAROPA REGION,Marinduque,Santa Cruz,0,1,5,0,0,0,0,0,0,1,1,5,5,0,0,0,PH170000000,PH174000000,PH174005000
Taal Volcano Eruption,2020,12-Jan-20,MIMAROPA REGION,Marinduque,Torrijos,0,1,4,0,0,0,0,0,0,1,1,4,4,0,0,0,PH170000000,PH174000000,PH174006000
Taal Volcano Eruption,2020,12-Jan-20,MIMAROPA REGION,Oriental Mindoro,Naujan,0,10,51,0,0,0,0,0,0,10,10,51,51,0,0,0,PH170000000,PH175200000,PH175208000
TY VONGFONG (Ambo),2020,10-May-20,REGION I (ILOCOS REGION),ILOCOS NORTE,BANGUI,1,3,6,1,0,3,0,6,0,0,0,0,0,0,0,0,PH010000000,PH012800000,PH012804000
TY VONGFONG (Ambo),2020,10-May-20,REGION II (CAGAYAN VALLEY),Nueva Vizcaya,QUEZON,2,24,102,2,0,12,0,56,0,0,0,0,0,0,0,0,PH020000000,PH025000000,PH025011000
TY VONGFONG (Ambo),2020,10-May-20,REGION III (CENTRAL LUZON),AURORA,Baler (capital),3,28,101,3,0,28,0,101,0,0,0,0,0,0,0,0,PH030000000,PH037700000,PH037701000
TY VONGFONG (Ambo),2020,10-May-20,REGION III (CENTRAL LUZON),AURORA,CASIGURAN,8,64,243,8,0,44,0,187,0,0,0,0,0,0,0,0,PH030000000,PH037700000,PH037702000
TY VONGFONG (Ambo),2020,10-May-20,REGION III (CENTRAL LUZON),AURORA,DINALUNGAN,6,138,501,7,0,96,0,350,0,0,0,0,0,0,0,0,PH030000000,PH037700000,PH037704000
TY VONGFONG (Ambo),2020,10-May-20,REGION III (CENTRAL LUZON),AURORA,DINGALAN,6,663,"2,345",20,0,653,0,"2,313",0,0,0,0,0,0,0,0,PH030000000,PH037700000,PH037705000
TY VONGFONG (Ambo),2020,10-May-20,REGION III (CENTRAL LUZON),AURORA,DIPACULAO,6,50,173,9,0,50,0,173,0,0,0,0,0,0,0,0,PH030000000,PH037700000,PH037706000
TY VONGFONG (Ambo),2020,10-May-20,REGION III (CENTRAL LUZON),AURORA,MARIA AURORA,6,37,102,10,0,32,0,90,0,0,0,0,0,0,0,0,PH030000000,PH037700000,PH037707000
TY VONGFONG (Ambo),2020,10-May-20,REGION III (CENTRAL LUZON),BULACAN,BULACAN,1,30,84,1,0,30,0,84,0,0,0,0,0,0,0,0,PH030000000,PH031400000,PH031405000
TY VONGFONG (Ambo),2020,10-May-20,REGION III (CENTRAL LUZON),BULACAN,OBANDO,1,14,44,2,0,14,0,44,0,0,0,0,0,0,0,0,PH030000000,PH031400000,PH031414000
TY VONGFONG (Ambo),2020,10-May-20,REGION III (CENTRAL LUZON),BULACAN,CITY OF SAN JOSE DEL MONTE,1,3,13,2,0,2,0,9,0,0,0,0,0,0,0,0,PH030000000,PH031400000,PH031420000
TY VONGFONG (Ambo),2020,10-May-20,REGION VIII (EASTERN VISAYAS),EASTERN SAMAR,ARTECHE,20,"4,603","18,519",0,0,0,0,0,0,0,0,0,0,1416,2654,4070,PH080000000,PH082600000,PH082601000
TY VONGFONG (Ambo),2020,10-May-20,REGION VIII (EASTERN VISAYAS),EASTERN SAMAR,CAN-AVID,28,"5,774","22,929",0,0,0,0,0,0,0,0,0,0,63,2889,2952,PH080000000,PH082600000,PH082605000
TY VONGFONG (Ambo),2020,10-May-20,REGION VIII (EASTERN VISAYAS),EASTERN SAMAR,DOLORES,46,"12,665","50,660",0,0,0,0,0,0,0,0,0,0,0,0,0,PH080000000,PH082600000,PH082606000
TY VONGFONG (Ambo),2020,10-May-20,REGION VIII (EASTERN VISAYAS),EASTERN SAMAR,JIPAPAD,13,"2,387","8,655",0,0,0,0,0,0,0,0,0,0,321,1808,2129,PH080000000,PH082600000,PH082611000
TY VONGFONG (Ambo),2020,10-May-20,REGION VIII (EASTERN VISAYAS),EASTERN SAMAR,MASLOG,12,"1,363","5,452",0,0,0,0,0,0,0,0,0,0,104,476,580,PH080000000,PH082600000,PH082614000
TY VONGFONG (Ambo),2020,10-May-20,REGION VIII (EASTERN VISAYAS),EASTERN SAMAR,ORAS,42,"10,491","41,964",0,0,0,0,0,0,0,0,0,0,173,615,788,PH080000000,PH082600000,PH082617000
TY VONGFONG (Ambo),2020,10-May-20,REGION VIII (EASTERN VISAYAS),EASTERN SAMAR,SAN POLICARPO,17,"4,753","18,103",0,0,0,0,0,0,0,0,0,0,889,2650,3539,PH080000000,PH082600000,PH082621000
TY VONGFONG (Ambo),2020,10-May-20,REGION VIII (EASTERN VISAYAS),EASTERN SAMAR,SULAT,1,11,42,0,0,0,0,0,0,0,0,0,0,0,3,3,PH080000000,PH082600000,PH082622000
TY VONGFONG (Ambo),2020,10-May-20,REGION VIII (EASTERN VISAYAS),EASTERN SAMAR,TAFT,1,11,43,0,0,0,0,0,0,0,0,0,0,0,0,0,PH080000000,PH082600000,PH082623000
TY VONGFONG (Ambo),2020,10-May-20,REGION VIII (EASTERN VISAYAS),EASTERN SAMAR,HERNANI,1,40,106,0,0,0,0,0,0,0,0,0,0,0,0,0,PH080000000,PH082600000,PH082610000
TY VONGFONG (Ambo),2020,10-May-20,REGION VIII (EASTERN VISAYAS),NORTHERN SAMAR,ALLEN,20,308,735,0,0,0,0,0,0,0,0,0,0,84,740,824,PH080000000,PH084800000,PH084801000
TY VONGFONG (Ambo),2020,10-May-20,REGION VIII (EASTERN VISAYAS),NORTHERN SAMAR,BIRI,5,187,828,0,0,0,0,0,0,0,0,0,0,1,162,163,PH080000000,PH084800000,PH084802000
TY VONGFONG (Ambo),2020,10-May-20,REGION VIII (EASTERN VISAYAS),NORTHERN SAMAR,BOBON,18,"1,879","6,088",0,0,0,0,0,0,0,0,0,0,22,1857,1879,PH080000000,PH084800000,PH084803000
TY VONGFONG (Ambo),2020,10-May-20,REGION VIII (EASTERN VISAYAS),NORTHERN SAMAR,CAPUL,1,"2,636","13,180",0,0,0,0,0,0,0,0,0,0,5,189,194,PH080000000,PH084800000,PH084804000
TY VONGFONG (Ambo),2020,10-May-20,REGION VIII (EASTERN VISAYAS),NORTHERN SAMAR,CATARMAN (CAPITAL),12,"23,259","106,151",0,0,0,0,0,0,136,0,680,0,608,8377,8985,PH080000000,PH084800000,PH084805000
TY VONGFONG (Ambo),2020,10-May-20,REGION VIII (EASTERN VISAYAS),NORTHERN SAMAR,LAVEZARES,11,806,"4,030",0,0,0,0,0,0,0,0,0,0,0,0,0,PH080000000,PH084800000,PH084811000
TY VONGFONG (Ambo),2020,10-May-20,REGION VIII (EASTERN VISAYAS),NORTHERN SAMAR,LOPE DE VEGA,19,"3,889","15,595",0,0,0,0,0,0,0,0,0,0,15,1255,1270,PH080000000,PH084800000,PH084824000
TY VONGFONG (Ambo),2020,10-May-20,REGION VIII (EASTERN VISAYAS),NORTHERN SAMAR,MONDRAGON,1,920,"38,500",0,0,0,0,0,0,0,0,0,0,5,193,198,PH080000000,PH084800000,PH084813000
TY VONGFONG (Ambo),2020,10-May-20,REGION VIII (EASTERN VISAYAS),NORTHERN SAMAR,ROSARIO,11,"2,565","10,260",0,0,0,0,0,0,0,0,0,0,114,1377,1491,PH080000000,PH084800000,PH084816000
TY VONGFONG (Ambo),2020,10-May-20,REGION VIII (EASTERN VISAYAS),NORTHERN SAMAR,SAN ANTONIO,10,703,"9,058",0,0,0,0,0,0,"5,159",0,"18,335",0,5,204,209,PH080000000,PH084800000,PH084817000
TY VONGFONG (Ambo),2020,10-May-20,REGION VIII (EASTERN VISAYAS),NORTHERN SAMAR,SAN ISIDRO,14,"1,099","3,697",0,0,0,0,0,0,863,0,"3,349",0,13,386,399,PH080000000,PH084800000,PH084818000
TY VONGFONG (Ambo),2020,10-May-20,REGION VIII (EASTERN VISAYAS),NORTHERN SAMAR,SAN JOSE,16,"5,366","21,464",0,0,0,0,0,0,0,0,0,0,63,3095,3158,PH080000000,PH084800000,PH084819000
TY VONGFONG (Ambo),2020,10-May-20,REGION VIII (EASTERN VISAYAS),NORTHERN SAMAR,SAN VICENTE,7,617,"2,393",0,0,0,0,0,0,0,0,0,0,2,257,259,PH080000000,PH084800000,PH084821000
TY VONGFONG (Ambo),2020,10-May-20,REGION VIII (EASTERN VISAYAS),NORTHERN SAMAR,VICTORIA,16,"4,121","4,881",0,0,0,0,0,0,323,0,"1,300",0,16,1277,1293,PH080000000,PH084800000,PH084823000
TY VONGFONG (Ambo),2020,10-May-20,REGION VIII (EASTERN VISAYAS),NORTHERN SAMAR,CATUBIG,47,"9,118","37,153",0,0,0,0,0,0,0,0,0,0,312,7331,7643,PH080000000,PH084800000,PH084806000
TY VONGFONG (Ambo),2020,10-May-20,REGION VIII (EASTERN VISAYAS),NORTHERN SAMAR,GAMAY,1,"7,344","16,162",0,0,0,0,0,0,0,0,0,0,1067,4192,5259,PH080000000,PH084800000,PH084807000
TY VONGFONG (Ambo),2020,10-May-20,REGION VIII (EASTERN VISAYAS),NORTHERN SAMAR,LAOANG,1,"4,175","21,959",0,0,0,0,0,0,15,0,71,0,48,357,405,PH080000000,PH084800000,PH084808000
TY VONGFONG (Ambo),2020,10-May-20,REGION VIII (EASTERN VISAYAS),NORTHERN SAMAR,LAPINIG,15,"3,130","13,421",0,0,0,0,0,0,38,0,259,0,1832,1964,3796,PH080000000,PH084800000,PH084809000
TY VONGFONG (Ambo),2020,10-May-20,REGION VIII (EASTERN VISAYAS),NORTHERN SAMAR,LAS NAVAS,53,"9,199","43,141",0,0,0,0,0,0,0,0,0,0,190,2720,2910,PH080000000,PH084800000,PH084810000
TY VONGFONG (Ambo),2020,10-May-20,REGION VIII (EASTERN VISAYAS),NORTHERN SAMAR,MAPANAS,1,"1,760","7,040",0,0,0,0,0,0,0,0,0,0,22,366,388,PH080000000,PH084800000,PH084812000
TY VONGFONG (Ambo),2020,10-May-20,REGION VIII (EASTERN VISAYAS),NORTHERN SAMAR,PALAPAG,1,"9,302","14,125",0,0,0,0,0,0,0,0,0,0,13,386,399,PH080000000,PH084800000,PH084814000
TY VONGFONG (Ambo),2020,10-May-20,REGION VIII (EASTERN VISAYAS),NORTHERN SAMAR,PAMBUJAN,26,426,"1,759",0,0,0,0,0,0,2,0,10,0,1,0,1,PH080000000,PH084800000,PH084815000
TY VONGFONG (Ambo),2020,10-May-20,REGION VIII (EASTERN VISAYAS),NORTHERN SAMAR,SAN ROQUE,9,951,"3,861",0,0,0,0,0,0,0,0,0,0,84,456,540,PH080000000,PH084800000,PH084820000
TY VONGFONG (Ambo),2020,10-May-20,REGION VIII (EASTERN VISAYAS),NORTHERN SAMAR,SILVINO LOBOS,1,"3,158","12,632",0,0,0,0,0,0,0,0,0,0,29,89,118,PH080000000,PH084800000,PH084822000
TY VONGFONG (Ambo),2020,10-May-20,REGION VIII (EASTERN VISAYAS),SAMAR (WESTERN SAMAR),MATUGUINAO,1,6,24,0,0,0,0,0,0,0,0,0,0,2,4,6,PH080000000,PH086000000,PH086011000
TY VONGFONG (Ambo),2020,10-May-20,REGION VIII (EASTERN VISAYAS),SAMAR (WESTERN SAMAR),SANTA MARGARITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PH080000000,PH086000000,PH086016000
TY VONGFONG (Ambo),2020,10-May-20,REGION VIII (EASTERN VISAYAS),SAMAR (WESTERN SAMAR),TAGAPUL-AN,1,13,52,0,0,0,0,0,0,0,0,0,0,0,13,13,PH080000000,PH086000000,PH086024000
TY VONGFONG (Ambo),2020,10-May-20,REGION VIII (EASTERN VISAYAS),SAMAR (WESTERN SAMAR),SAN JORGE,20,"1,352","5,365",0,0,0,0,0,0,0,0,0,0,16,1336,1352,PH080000000,PH086000000,PH086025000
TY VONGFONG (Ambo),2020,10-May-20,CORDILLERA ADMINISTRATIVE REGION (CAR),BENGUET,ITOGON,2,34,132,3,0,34,0,132,0,45,0,225,0,0,0,0,PH140000000,PH141100000,PH141106000
TY VONGFONG (Ambo),2020,10-May-20,CORDILLERA ADMINISTRATIVE REGION (CAR),IFUGAO,LAMUT,1,3,11,1,0,3,0,11,0,0,0,0,0,0,0,0,PH140000000,PH142700000,PH142705000
LPA and Southwest Monsoon,2020,04-Oct-20,REGION IV-A (CALABARZON),Quezon,City of Lucena (capital),11,"2,532","11,466",9,0,592,0,"2,554",0,"1,804",0,"9,020",0,0,0,0,PH040000000,PH045600000,PH045624000
TD Ofel,2020,13-Oct-20,REGION IV-A (CALABARZON),Laguna,CITY OF CABUYAO,1,3,11,1,0,3,0,11,0,0,0,0,0,0,0,0,PH040000000,PH043400000,PH043404000
TD Ofel,2020,13-Oct-20,REGION IV-A (CALABARZON),Laguna,City of Calamba,3,60,232,2,0,52,0,203,0,0,0,0,0,0,0,0,PH040000000,PH043400000,PH043405000
TD Ofel,2020,13-Oct-20,REGION IV-A (CALABARZON),Laguna,Calauan,1,4,13,1,0,4,0,13,0,263,0,"1,188",0,0,0,0,PH040000000,PH043400000,PH043406000
TD Ofel,2020,13-Oct-20,REGION IV-A (CALABARZON),Laguna,Liliw,3,29,139,3,0,29,0,139,0,0,0,0,0,0,0,0,PH040000000,PH043400000,PH043410000
TD Ofel,2020,13-Oct-20,REGION IV-A (CALABARZON),Laguna,Los Baños,4,28,104,4,0,28,0,104,0,0,0,0,0,0,0,0,PH040000000,PH043400000,PH043411000
TD Ofel,2020,13-Oct-20,REGION IV-A (CALABARZON),Laguna,Nagcarlan,1,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,PH040000000,PH043400000,PH043417000
TD Ofel,2020,13-Oct-20,REGION IV-A (CALABARZON),Laguna,Paete,1,22,99,2,0,22,0,99,0,197,0,561,0,0,0,0,PH040000000,PH043400000,PH043418000
TD Ofel,2020,13-Oct-20,REGION IV-A (CALABARZON),Laguna,Pangil,1,4,15,1,0,1,0,4,0,0,0,0,0,0,0,0,PH040000000,PH043400000,PH043421000
TD Ofel,2020,13-Oct-20,REGION IV-A (CALABARZON),Laguna,Santa Cruz (capital),1,3,29,1,0,3,0,29,0,25,0,116,0,0,0,0,PH040000000,PH043400000,PH043426000
TD Ofel,2020,13-Oct-20,REGION IV-A (CALABARZON),Quezon,Calauag,3,37,153,3,0,37,0,153,0,284,0,903,0,0,0,0,PH040000000,PH045600000,PH045607000
TD Ofel,2020,13-Oct-20,REGION IV-A (CALABARZON),Quezon,Candelaria,1,6,22,1,0,6,0,22,0,407,0,"2,035",0,0,0,0,PH040000000,PH045600000,PH045608000
TD Ofel,2020,13-Oct-20,REGION IV-A (CALABARZON),Quezon,Gumaca,25,986,"3,281",26,0,830,0,"2,723",0,158,0,658,0,0,0,0,PH040000000,PH045600000,PH045619000
TD Ofel,2020,13-Oct-20,REGION IV-A (CALABARZON),Quezon,Lopez,4,101,349,5,0,101,0,349,0,"1,696",0,"5,794",0,0,0,0,PH040000000,PH045600000,PH045622000
TD Ofel,2020,13-Oct-20,REGION IV-A (CALABARZON),Quezon,City of Lucena (capital),2,23,99,2,0,23,0,99,0,0,0,0,0,0,0,0,PH040000000,PH045600000,PH045624000
TD Ofel,2020,13-Oct-20,REGION IV-A (CALABARZON),Quezon,Pitogo,10,282,989,7,0,82,0,281,0,200,0,708,0,0,0,0,PH040000000,PH045600000,PH045634000
TD Ofel,2020,13-Oct-20,REGION IV-A (CALABARZON),Quezon,Plaridel,4,11,51,5,0,9,0,41,0,2,0,10,0,0,0,0,PH040000000,PH045600000,PH045635000
TD Ofel,2020,13-Oct-20,Region V (Bicol Region),Camarines Norte,Labo,1,25,106,1,0,25,0,106,0,0,0,0,0,0,0,0,PH050000000,PH051600000,PH051606000
TD Ofel,2020,13-Oct-20,Region V (Bicol Region),Camarines Norte,Mercedes,2,11,34,2,0,11,0,34,0,0,0,0,0,0,0,0,PH050000000,PH051600000,PH051607000
TD Ofel,2020,13-Oct-20,Region V (Bicol Region),Camarines Norte,San Vicente,2,6,30,2,0,6,0,30,0,0,0,0,0,0,0,0,PH050000000,PH051600000,PH051609000
TD Ofel,2020,13-Oct-20,Region V (Bicol Region),Camarines Norte,Talisay,4,12,50,4,0,12,0,50,0,0,0,0,0,0,0,0,PH050000000,PH051600000,PH051611000
TD Ofel,2020,13-Oct-20,Region V (Bicol Region),Camarines Norte,Vinzons,1,4,18,1,0,4,0,18,0,0,0,0,0,0,0,0,PH050000000,PH051600000,PH051612000
TD Ofel,2020,13-Oct-20,Region V (Bicol Region),Camarines Sur,Buhi,2,56,243,5,0,56,0,243,0,0,0,0,0,0,0,0,PH050000000,PH051700000,PH051705000
TD Ofel,2020,13-Oct-20,Region V (Bicol Region),Camarines Sur,Del Gallego,4,14,63,4,0,14,0,63,0,0,0,0,0,0,0,0,PH050000000,PH051700000,PH051712000
TD Ofel,2020,13-Oct-20,Region V (Bicol Region),Camarines Sur,Lupi,2,32,133,2,0,32,0,133,0,0,0,0,0,0,0,0,PH050000000,PH051700000,PH051719000
TD Ofel,2020,13-Oct-20,Region V (Bicol Region),Camarines Sur,Ragay,2,15,76,2,0,15,0,76,0,0,0,0,0,0,0,0,PH050000000,PH051700000,PH051730000
TD Ofel,2020,13-Oct-20,Region V (Bicol Region),Camarines Sur,Siruma,2,2,7,2,0,0,0,0,0,2,0,7,0,0,0,0,PH050000000,PH051700000,PH051735000
TD Ofel,2020,13-Oct-20,Region VII (Central Visayas),Cebu,City of Mandaue,8,"4,483","16,272",0,0,0,0,0,0,7,7,40,40,20,0,20,PH070000000,PH072200000,PH072230000
TS SAUDEL (Pepito),2020,22-Oct-20,Region II (Cagayan Valley),Cagayan,TUGUEGARAO CITY (Capital),2,58,255,3,0,7,0,37,0,1,0,4,0,0,0,0,PH020000000,PH021500000,PH021529000
TS SAUDEL (Pepito),2020,22-Oct-20,Region II (Cagayan Valley),Cagayan,Rizal,1,115,410,0,0,0,0,0,0,12,0,54,0,0,0,0,PH020000000,PH021500000,PH021521000
TS SAUDEL (Pepito),2020,22-Oct-20,Region II (Cagayan Valley),Isabela,City of Santiago,1,104,460,1,0,104,0,460,0,0,0,0,0,0,0,0,PH020000000,PH023100000,PH023135000
TS SAUDEL (Pepito),2020,22-Oct-20,Region II (Cagayan Valley),Isabela,Aurora,1,7,26,1,0,7,0,26,0,0,0,0,0,0,0,0,PH020000000,PH023100000,PH023103000
TS SAUDEL (Pepito),2020,22-Oct-20,Region II (Cagayan Valley),Isabela,Benito Soliven,1,4,11,0,0,0,0,0,0,4,0,11,0,0,0,0,PH020000000,PH023100000,PH023104000
TS SAUDEL (Pepito),2020,22-Oct-20,Region II (Cagayan Valley),Isabela,Cabatuan,3,6,16,3,0,6,0,16,0,0,0,0,0,0,0,0,PH020000000,PH023100000,PH023107000
TS SAUDEL (Pepito),2020,22-Oct-20,Region II (Cagayan Valley),Isabela,Cordon,1,1,2,1,0,1,0,2,0,0,0,0,0,0,0,0,PH020000000,PH023100000,PH023109000
TS SAUDEL (Pepito),2020,22-Oct-20,Region II (Cagayan Valley),Isabela,Dinapigue,3,63,213,4,0,63,0,213,0,0,0,0,0,0,0,0,PH020000000,PH023100000,PH023110000
TS SAUDEL (Pepito),2020,22-Oct-20,Region II (Cagayan Valley),Isabela,CITY OF ILAGAN (Capital),5,42,139,3,0,18,0,68,0,24,0,71,0,0,0,0,PH020000000,PH023100000,PH023114000
TS SAUDEL (Pepito),2020,22-Oct-20,Region II (Cagayan Valley),Isabela,JONES,2,15,52,2,0,15,0,52,0,0,0,0,0,0,0,0,PH020000000,PH023100000,PH023115000
TS SAUDEL (Pepito),2020,22-Oct-20,Region II (Cagayan Valley),Isabela,Maconacon,8,218,684,4,0,218,0,680,0,0,0,0,0,0,0,0,PH020000000,PH023100000,PH023117000
TS SAUDEL (Pepito),2020,22-Oct-20,Region II (Cagayan Valley),Isabela,San Guillermo,10,76,262,10,0,76,0,262,0,0,0,0,0,0,0,0,PH020000000,PH023100000,PH023128000
TS SAUDEL (Pepito),2020,22-Oct-20,Region II (Cagayan Valley),Isabela,San Isidro,1,23,99,0,0,0,0,0,0,0,0,0,0,0,0,0,PH020000000,PH023100000,PH023129000
TS SAUDEL (Pepito),2020,22-Oct-20,Region II (Cagayan Valley),Isabela,San Mariano,3,31,138,3,0,31,0,138,0,0,0,0,0,0,0,0,PH020000000,PH023100000,PH023131000
TS SAUDEL (Pepito),2020,22-Oct-20,Region II (Cagayan Valley),Nueva Vizcaya,Aritao,4,12,40,0,0,0,0,0,0,0,0,0,0,0,0,0,PH020000000,PH025000000,PH025002000
TS SAUDEL (Pepito),2020,22-Oct-20,Region II (Cagayan Valley),Nueva Vizcaya,Bambang,3,17,75,2,0,5,0,12,0,0,0,0,0,0,0,0,PH020000000,PH025000000,PH025004000
TS SAUDEL (Pepito),2020,22-Oct-20,Region II (Cagayan Valley),Nueva Vizcaya,DUPAX DEL NORTE,1,2,6,1,0,2,0,6,0,0,0,0,0,0,0,0,PH020000000,PH025000000,PH025007000
TS SAUDEL (Pepito),2020,22-Oct-20,Region II (Cagayan Valley),Nueva Vizcaya,Quezon,1,3,10,1,0,3,0,10,0,0,0,0,0,0,0,0,PH020000000,PH025000000,PH025011000
TS SAUDEL (Pepito),2020,22-Oct-20,Region II (Cagayan Valley),Quirino,Aglipay,2,3,9,2,0,3,0,9,0,0,0,0,0,0,0,0,PH020000000,PH025700000,PH025701000
TS SAUDEL (Pepito),2020,22-Oct-20,Region II (Cagayan Valley),Quirino,Cabarroguis (capital),2,27,79,2,0,27,0,79,0,0,0,0,0,0,0,0,PH020000000,PH025700000,PH025702000
